16.01.2020                                                                                                       Dynamic List Display                                                                                                               1


	Order	Material	Material Description	Reqmt Date	Reqmts qty	Qty wthdrn	      Open	Unit	Backflush	Phant.item	Bulk Matl	Stg.Ind.	SupplyArea	Stge Type	StorageBin	PeggedReqt	Work ctr	Work center descr.
	200220494397	1-1841746-0	RR5523 SRES 0.060W 1% 100PPM 0603 1M00	25.11.2019	      297	      297	        0	PC	X			4	PCB	P10	PCB03B03	1-1841704-3	505	PCB PICKING
	200220494397	1-1841395-0	RR5524 SRES 0.060W 1% 100PPM 0603 47K0	25.11.2019	    1,484	    1,484	        0	PC	X			4	PCB	P10	PCB03B03	1-1841704-3	505	PCB PICKING
	200220494397	1-1841747-6	RR5550 SRES 0.060W 1% 100PPM 0603 12K0	25.11.2019	      297	      297	        0	PC	X			4	PCB	P10	PCB03B01	1-1841704-3	505	PCB PICKING
	200220494397	1-1841748-1	SU5000 FERRITE BEAD BLM18A601S SMT 0603	25.11.2019	      594	      594	        0	PC	X			4	PCB	P10	PCB02A05	1-1841704-3	505	PCB PICKING
	200220494397	3-1437565-0	FSM2JSMATR=ON T/R	25.11.2019	      594	      594	        0	PC	X			4	PCB	P10	P10-001	1-1841704-3	505	PCB PICKING
	200220494397	1-1841749-0	TR0100 STRA BC847B 50V 0.2A SOT23	25.11.2019	      594	      594	        0	PC	X			4	PCB	P10	PCB02A06	1-1841704-3	505	PCB PICKING
	200220494397	1-1841749-8	TR0127 STRA MMBTA06LT1 80V 0.5A SOT23	25.11.2019	      594	      594	        0	PC	X			4	PCB	P10	PCB02A06	1-1841704-3	505	PCB PICKING
	200220494397	1-1841749-9	TR0128 STRA MMBTA42LT1 300V 0.5A SOT23	25.11.2019	      594	      594	        0	PC	X			4	PCB	P10	PCB02A06	1-1841704-3	505	PCB PICKING
	200220494397	1-1841750-0	TR0129 STRA MMBTA92LT1 300V 0.5A SOT23	25.11.2019	      297	      297	        0	PC	X			4	PCB	P10	PCB02A06	1-1841704-3	505	PCB PICKING
	200220494397	1-1627136-2	H2880/5000	25.11.2019	      288	      288	        0	PC	X			4	PCB	P10	PCB06C10	1-1841704-3	505	PCB PICKING
	200220494397	1-1841854-7	IC0533KS IC TE28F160C3TX70 MEM 16M	25.11.2019	      297	      297	        0	PC	X			4	PCB	P10	P10-001	1-1841704-3	505	PCB PICKING
	200220494404	1-1841749-8	TR0127 STRA MMBTA06LT1 80V 0.5A SOT23	16.12.2019	       25	       25	        0	PC	X			4	PCB	P10	PCB02A06	1-1841783-3	505	PCB PICKING
	200220494404	1-1841749-9	TR0128 STRA MMBTA42LT1 300V 0.5A SOT23	16.12.2019	       25	       25	        0	PC	X			4	PCB	P10	PCB02A06	1-1841783-3	505	PCB PICKING
	200220494404	1-1841750-0	TR0129 STRA MMBTA92LT1 300V 0.5A SOT23	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02A06	1-1841783-3	505	PCB PICKING
	200220494404	1-1841712-1	CA5020 TANT 3216 10U 10V 10% SMT CASE A	16.12.2019	       25	       25	        0	PC	X			4	PCB	P10	PCB02A02	1-1841783-3	505	PCB PICKING
	200220494404	1-1841712-5	CA5024 CER NPO 0603 33P 50V 5% SMT	16.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB02A02	1-1841783-3	505	PCB PICKING
	200220494404	1-1841712-6	CA5025 CER 1808 33P Y2/Y3 250VAC 20% SMT	16.12.2019	       25	       25	        0	PC	X			4	PCB	P10	PCB02A02	1-1841783-3	505	PCB PICKING
	200220494404	1-1841712-7	CA5027 CER NPO 0603 560P 50V 5% SMT	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02A02	1-1841783-3	505	PCB PICKING
	200220494404	1-1841712-8	CA5028 CER X7R 0603 2N7 50V 10% SMT	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02A02	1-1841783-3	505	PCB PICKING
	200220494404	1-1841712-9	CA5029 CER X7R 1206 10N 250V 10% SMT	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02A02	1-1841783-3	505	PCB PICKING
	200220494404	1-1841713-0	CA5030 CER X7R 0603 10N 50V 10% SMT	16.12.2019	       38	       38	        0	PC	X			4	PCB	P10	PCB02A02	1-1841783-3	505	PCB PICKING
	200220494404	1-1841713-3	CA5036 CER 1808 680P Y2/Y3 250VAC SMT	16.12.2019	       25	       25	        0	PC	X			4	PCB	P10	PCB02A02	1-1841783-3	505	PCB PICKING
	200220494404	1-1841713-4	CA5037 CER X7R 1210 1U 50V 20% SMT	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02A02	1-1841783-3	505	PCB PICKING
	200220494404	1-1841713-6	CA5500 CER X7R 0603 100N 16V 10% SMT	16.12.2019	      359	      359	        0	PC	X			4	PCB	P10	PCB02A03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841715-3	CL0473 SCL 10BASE-T ISOLATION MODULE	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02B02	1-1841783-3	505	PCB PICKING
	200220494404	1-1627136-2	H2880/5000	16.12.2019	       12	       12	        0	PC	X			4	PCB	P10	PCB06C10	1-1841783-3	505	PCB PICKING
	200220494404	1-1841047-7	CN0492 RJ11 VERT PCB SOCKET 4 POSN	16.12.2019	       12	       12	        0	PC	X			4	PCB	P10	PCB10D02	1-1841783-3	505	PCB PICKING
	200220494404	1-1841670-1	CN0528 RJ45 VERT PCB SOCKET 8 POSITION	16.12.2019	       12	       12	        0	PC	X			4	PCB	P10	PCB06C07	1-1841783-3	505	PCB PICKING
	200220494404	1-5177986-1	0.8FH,P06H.5,040,08/Sn,TR,SC	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02B03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841719-0	CR5012 20.00MHZ 18PF HC49 SMT	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02B01	1-1841783-3	505	PCB PICKING
	200220494404	1-1841719-1	CR5013 4.9152MHZ 20PF HC49 SMT	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02B01	1-1841783-3	505	PCB PICKING
	200220494404	1-1841719-5	DD5004 DUAL BAV99 SOT23 200MA 70V SMT	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03A05	1-1841783-3	505	PCB PICKING
	200220494404	1-1841721-4	DD5025 SDD ZEN 0.5W S0D-123 43V	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03A06	1-1841783-3	505	PCB PICKING
	200220494404	1-1841062-1	DD5031 SDD BRIDGE 0.5A DB4S 400V	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03A07	1-1841783-3	505	PCB PICKING
	200220494404	1-1841726-7	IC0527 IC M32C80 MCU SMT 100 PIN LQFP	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCBDRY04	1-1841783-3	505	PCB PICKING
	200220494404	1-1841726-8	IC0529 IC SI2401 PSTN MODEM SMT SO16	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02D03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841726-9	IC0530 IC SI3010 PSTN DAA SMT SO16	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02D03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841854-7	IC0533KS IC TE28F160C3TX70 MEM 16M	16.12.2019	        0	        0	        0	PC	X				PCB			1-1841783-3	505	PCB PICKING
	200220494404	1-1841727-4	IC0535 SIC CY62126DV30 TSOP44	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCBDRY04	1-1841783-3	505	PCB PICKING
	200220494404	1-1841727-6	IC0537 SIC 74VHC32 TSSOP14	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02D03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841727-7	IC0538 SIC 74VHC139 TSSOP16	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB10C05	1-1841783-3	505	PCB PICKING
	200220494404	1-1841727-8	IC0539 SIC 74VHC273 TSSOP20	16.12.2019	       38	       38	        0	PC	X			4	PCB	P10	PCB02D04	1-1841783-3	505	PCB PICKING
	200220494404	1-1841727-9	IC0540 DS1832 3V3 MICRO MONITOR CHIP SMT	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02D04	1-1841783-3	505	PCB PICKING
	200220494404	1-1841729-4	IC0569 SIC CP2200 48 PIN LQFP	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02D05	1-1841783-3	505	PCB PICKING
	200220494404	1-1841730-4	LD0048 LED SMT 5MCD YEL 20MA 120 DEG	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03A03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841730-5	LD0049 LED SMT 5MCD GRN 20MA 120 DEG	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03A03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841731-1	LD0060 LED SMT 3216 180MCD RED 50 DEG	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03A04	1-1841783-3	505	PCB PICKING
	200220494404	1-1841731-2	LD0061 LED SMT 3216 70MCD GRN 50 DEG	16.12.2019	      112	      112	        0	PC	X			4	PCB	P10	PCB03A04	1-1841783-3	505	PCB PICKING
	200220494404	1-1841731-3	LD0062 LED SMT 3216 70MCD YEL 50 DEG	16.12.2019	       75	       75	        0	PC	X			4	PCB	P10	PCB03A04	1-1841783-3	505	PCB PICKING
	200220494404	1-1841733-6	PB1067 PCB CENTAUR II CUBE MAIN	16.12.2019	       12	       12	        0	PC	X			4	PCB	P10	P10-001	1-1841783-3	505	PCB PICKING
	200220494404	1-1841735-4	RL0084 2FORMC 5VDC 75%MIN EE2-5NU SMT	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02B05	1-1841783-3	505	PCB PICKING
	200220494404	1-1841741-8	RR5069 SRES 0.25W 1% 100PPM 1206 536E	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03B06	1-1841783-3	505	PCB PICKING
	200220494404	1-1841741-9	RR5070 SRES 0.125W 10% 100PPM 0805 20M	16.12.2019	       25	       25	        0	PC	X			4	PCB	P10	PCB03B06	1-1841783-3	505	PCB PICKING
	200220494404	1-1841742-0	RR5071 RES 0.5W 1% 100PPM 1210 73E2	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03B05	1-1841783-3	505	PCB PICKING
	200220494404	1-1841742-1	RR5072 0.5W 1% 100PPM 1210/2010 2K49 SMT	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03B05	1-1841783-3	505	PCB PICKING
	200220494404	1-1841742-2	RR5073 SRES 0.5W 1% 100PPM 1210 3K65	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03B05	1-1841783-3	505	PCB PICKING
	200220494404	1-1841742-3	RR5074 SRES 0.5W 1% 100PPM 1210 1K07	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03B05	1-1841783-3	505	PCB PICKING
	200220494404	1-1841742-4	RR5075 SIDACTOR 275V 100A SMB P3100SB	16.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB03B05	1-1841783-3	505	PCB PICKING
	200220494404	1-1841743-6	RR5093 SIDACTOR 6V 100A SMB P0080SCMCL	16.12.2019	       25	       25	        0	PC	X			4	PCB	P10	PCB03B05	1-1841783-3	505	PCB PICKING
	200220494404	1-1841743-8	RR5500 SRES 0.060W 1% 100PPM 0603 2K20	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03B04	1-1841783-3	505	PCB PICKING
	200220494404	1-1841744-0	RR5502 SRES 0.060W 1% 100PPM 0603 10K0	16.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB03B04	1-1841783-3	505	PCB PICKING
	200220494404	1-1841744-2	RR5504 SRES 0.060W 1% 100PPM 0603 1K00	16.12.2019	       25	       25	        0	PC	X			4	PCB	P10	PCB03B04	1-1841783-3	505	PCB PICKING
	200220494404	1-1841744-6	RR5508 SRES 0.060W 1% 100PPM 0603 100K	16.12.2019	       99	       99	        0	PC	X			4	PCB	P10	PCB03B04	1-1841783-3	505	PCB PICKING
	200220494404	1-1841745-0	RR5512 SRES 0.060W 1% 100PPM 0603 0E	16.12.2019	       62	       62	        0	PC	X			4	PCB	P10	PCB03B03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841745-1	RR5513 SRES 0.060W 1% 100PPM 0603 8E20	16.12.2019	       25	       25	        0	PC	X			4	PCB	P10	PCB03B03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841745-2	RR5514 SRES 0.060W 1% 100PPM 0603 56E0	16.12.2019	       25	       25	        0	PC	X			4	PCB	P10	PCB03B03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841745-3	RR5515 SRES 0.060W 1% 100PPM 0603 100E	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03B03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841745-5	RR5517 SRES 0.060W 1% 100PPM 0603 150E	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03B03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841745-6	RR5518 SRES 0.060W 1% 100PPM 0603 470E	16.12.2019	      223	      223	        0	PC	X			4	PCB	P10	PCB03B03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841745-8	RR5520 SRES 0.060W 1% 100PPM 0603 4K70	16.12.2019	       62	       62	        0	PC	X			4	PCB	P10	PCB03B03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841746-0	RR5523 SRES 0.060W 1% 100PPM 0603 1M00	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03B03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841395-0	RR5524 SRES 0.060W 1% 100PPM 0603 47K0	16.12.2019	       62	       62	        0	PC	X			4	PCB	P10	PCB03B03	1-1841783-3	505	PCB PICKING
	200220494404	1-1841747-6	RR5550 SRES 0.060W 1% 100PPM 0603 12K0	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB03B01	1-1841783-3	505	PCB PICKING
	200220494404	1-1841748-1	SU5000 FERRITE BEAD BLM18A601S SMT 0603	16.12.2019	       25	       25	        0	PC	X			4	PCB	P10	PCB02A05	1-1841783-3	505	PCB PICKING
	200220494404	3-1437565-0	FSM2JSMATR=ON T/R	16.12.2019	       25	       25	        0	PC	X			4	PCB	P10	P10-001	1-1841783-3	505	PCB PICKING
	200220494404	1-1841749-0	TR0100 STRA BC847B 50V 0.2A SOT23	16.12.2019	       25	       25	        0	PC	X			4	PCB	P10	PCB02A06	1-1841783-3	505	PCB PICKING
	200220494404	1-1841834-7	IC0533A  IC TE28F160C3TX70 MEM 16M	16.12.2019	       13	       13	        0	PC	X			4	PCB	P10	PCB02D03	1-1841783-3	505	PCB PICKING
	200220494808	1-1841666-2	FA2552 HEX BARREL M3X8MM M/F BRASS	25.11.2019	       40	       40	        0	PC	X			1	TFPMEC	914		1-1841828-3	565	TSP STORE KITTING
	200220494808	1-1841167-8	HW0052 PCB STANDOFF DBLE BARB 7.7MM	25.11.2019	      120	      120	        0	PC	X			4	TFPMEC	T10	TFP05A04	1-1841828-3	565	TSP STORE KITTING
	200220494808	5052992172	RNF-100-1/8-BK-STK	25.11.2019	    4.400	    4.400	        0	M	X			4	TFPMEC	T10	T10-001	1-1841820-2	565	TSP STORE KITTING
	200220494808	1-1841172-0	HW0171 SPACER 6.3MM 4NA06N	25.11.2019	       20	       20	        0	PC	X			4	TFPMEC	T10	TFP05A04	1-1841828-3	565	TSP STORE KITTING
	200220494808	1-1841674-4	LB0648 LB WARNING LB 100V LINE	25.11.2019	       20	       20	        0	PC	X			4	TFPMEC	T10	T10-001	1-1841820-2	565	TSP STORE KITTING
	200220494808	1-1841174-3	HW0209 PCB STANDOFF PBR06	25.11.2019	      120	      120	        0	PC	X			4	TFPMEC	T10	TFP05A03	1-1841828-3	565	TSP STORE KITTING
	200220494808	1-1841359-6	PK0001 POLYBAG ZIPTOP 75X100	25.11.2019	       20	       20	        0	PC	X			4	TFPMEC	T10	T10-001	1-1841820-2	565	TSP STORE KITTING
	200220494808	1-1841820-2	KT0575 T-GEN2 LOOSE ITEMS KIT	25.11.2019	       20	        0	       20	PC		X			TFPMEC			1-1841828-3	565	TSP STORE KITTING
	200220494808	1-1841376-5	RR0039 RES 0.6W 1% 50PPM D2.5 P10MM 3K30	25.11.2019	       20	       20	        0	PC	X			4	TFPMEC	P10	PCB09A04	1-1841820-2	565	TSP STORE KITTING
	200220494808	1-1841820-9	LT0667 V2.02 POD - T-GEN2 60/120 INSTALL	25.11.2019	       20	       15	        5	PC	X			4	TFPMEC	T10	T10-001	1-1841828-3	565	TSP STORE KITTING
	200220494808	1-1841376-4	RR0038 RES 0.6W 1% 50PPM D2.5 P10MM 2K70	25.11.2019	      120	      120	        0	PC	X			4	TFPMEC	P10	PCB06B05	1-1841820-2	565	TSP STORE KITTING
	200220494808	1-1841299-1	NT0009 NUT HEX MACHINE M4 ZP	25.11.2019	       20	       20	        0	PC	X			4	TFPMEC	T10	TFP05A03	1-1841828-3	565	TSP STORE KITTING
	200220494808	1-1841377-6	RR0050 RES 0.6W 1% 50PPM D2.5 P10MM 27K0	25.11.2019	       60	       60	        0	PC	X			4	TFPMEC	P10	PCB06B06	1-1841820-2	565	TSP STORE KITTING
	200220494808	1-1841359-7	PK0002 POLYBAG ZIPTOP 130X155	25.11.2019	       20	       20	        0	PC	X			1	TFPMEC	914		1-1841828-3	565	TSP STORE KITTING
	200220494808	1-1841378-0	RR0054 RES 0.6W 1% 50PPM D2.5 P10MM 56K0	25.11.2019	       20	       20	        0	PC	X			4	TFPMEC	P10	PCB09A06	1-1841820-2	565	TSP STORE KITTING
	200220494808	1-1841402-3	SC0172 PH PHIL M3X6 SPRNG&FLT WSHR MACH	25.11.2019	       40	       40	        0	PC	X			4	TFPMEC	T10	TFP05A02	1-1841828-3	565	TSP STORE KITTING
	200220494808	1-1841378-3	RR0057 RES 0.6W 1% 50PPM D2.5 P10MM 100K	25.11.2019	       40	       40	        0	PC	X			4	TFPMEC	P10	PCB09A06	1-1841820-2	565	TSP STORE KITTING
	200220494808	1-1841562-1	WA0019 WASHER CRINKLE BE/CU M4	25.11.2019	       20	       20	        0	PC	X			1	TFPMEC	914		1-1841828-3	565	TSP STORE KITTING
	200220494808	1-1841402-6	SC0176 PH PHIL M4X10 SPRNG&FLT WSHR MACH	25.11.2019	       80	       80	        0	PC	X			4	TFPMEC	T10	TFP05A02	1-1841820-2	565	TSP STORE KITTING
	200220494808	1-1841826-1	PA1120 T-GEN 60 BOARD 1956-1-1	25.11.2019	       20	       20	        0	PC	X			1	TFPMEC	914		1-1841828-3	565	TSP STORE KITTING
	200220494808	1-1841377-3	RR0047 RES 0.6W 1% 50PPM D2.5 P10MM 15K0	25.11.2019	       20	       20	        0	PC	X			4	TFPMEC	P10	PCB09A05	1-1841820-2	565	TSP STORE KITTING
	200220494808	1-1841366-0	PK0112 POLYBAG ZIPTOP 225X355	25.11.2019	       20	       20	        0	PC	X			4	TFPMEC	T10	T10-001	1-1841828-3	565	TSP STORE KITTING
	200220494808	4-1700101-0	ANTISTATIC TUBE 300MM, 100M ROLL (78UM)	25.11.2019	        4	        4	        0	M	X			4	TFPMEC	T10	T10-001	1-1841828-3	565	TSP STORE KITTING
	200220494809	5-1869533-1	LM0459 MX1 DC LOOM FUSED TSP	16.12.2019	       20	       20	        0	PC	X			1	TFPMEC	914		1-1841826-8	565	TSP STORE KITTING
	200220494809	1-1841803-2	LM0585 ETHERNET UTP 0.6M MIN. PATCH LEAD	16.12.2019	       20	       20	        0	PC	X			1	TFPMEC	914		1-1841826-8	565	TSP STORE KITTING
	200220494809	1-1841608-6	PIZZA BOX 305x254x64mm 530B TYCO PACKAGI	16.12.2019	       20	       20	        0	PC	X			4	TFPMEC	T10	T10-001	1-1841826-8	565	TSP STORE KITTING
	200220494809	7-1700101-6	Polybubble Pink 300mm x 60M	16.12.2019	       24	       24	        0	M	X			4	TFPMEC	T10	T10-001	1-1841826-8	565	TSP STORE KITTING
	200220494809	1-1841828-3	ME0555 T-GEN 60 C/W MTG H/WARE	16.12.2019	       20	       20	        0	PC	X			1	TFPMEC	914		1-1841826-8	565	TSP STORE KITTING
	200220494809	1-1841161-6	FU0042 FUSE BLADE TYPE 10A RED BODY	16.12.2019	       20	       20	        0	PC	X			4	TFPMEC	P10	PCB07D06	1-1841826-8	565	TSP STORE KITTING
	200220494913	1-1841788-5	CA0652 POLY 63V  5% L7.2XT6.0XH11P5 1U	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB07C11	1-1841826-1	505	PCB PICKING
	200220494913	1-1841796-1	CA0653 ELEC 330U 50V D12.5 H20 P5.0	09.12.2019	      200	      200	        0	PC	X			4	PCB	P10	PCB07C11	1-1841826-1	505	PCB PICKING
	200220494913	1-1841797-0	CL0486 CL PWR IND 15UH 6A	09.12.2019	      100	      100	        0	PC	X			4	PCB	P10	PCB07B10	1-1841826-1	505	PCB PICKING
	200220494913	1-1841797-2	CL0488 XFMR LINE T-GEN60 20V/100VRMS 60W	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB07B08	1-1841826-1	505	PCB PICKING
	200220494913	1-1841030-9	CN0123 0.1IN 3 AMP MINI JUMP SHUNT	09.12.2019	      150	      150	        0	PC	X			4	PCB	P10	PCB06C01	1-1841826-1	505	PCB PICKING
	200220494913	1-1627136-2	H2880/5000	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB06C10	1-1841826-1	505	PCB PICKING
	200220494913	796640-3	3 POS 5.0 MM R/A PLUG,TRM BLK	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB06C13	1-1841826-1	505	PCB PICKING
	200220494913	796640-4	4 POS 5.0 MM R/A PLUG,TRM BLK	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB06D05	1-1841826-1	505	PCB PICKING
	200220494913	640456-4	04P MTA100 HDR ASSY F/L SQ STR	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB06C12	1-1841826-1	505	PCB PICKING
	200220494913	796640-2	2 POS 5.0 MM R/A PLUG,TRM BLK	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB06C13	1-1841826-1	505	PCB PICKING
	200220494913	796642-2	2POS 5.0MM CE VRT HDR,TRM BLK	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB06D06	1-1841826-1	505	PCB PICKING
	200220494913	1-1841040-5	CN0355 VERT 2.5SQMM 5.08MM 3W TERMI-BLOK	09.12.2019	      350	      350	        0	PC	X			4	PCB	P10	PCB09C03	1-1841826-1	505	PCB PICKING
	200220494913	1-1841041-1	CN0361 VERT 2.5SQMM 5.08MM 4W TERMI-BLOK	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB09D01	1-1841826-1	505	PCB PICKING
	200220494913	5103308-1	A/L LOW PRO HDR 10P VERT BLACK	09.12.2019	      100	      100	        0	PC	X			4	PCB	P10	PCB10D04	1-1841826-1	505	PCB PICKING
	200220494913	1-1841046-5	CN0475 HEADER 0.1IN 6MM PIN 2W SIL	09.12.2019	      150	      150	        0	PC	X			4	PCB	P10	PCB06C06	1-1841826-1	505	PCB PICKING
	200220494913	1-1841047-3	CN0485 HEADER CLOSED 5MM 4W TERMI-BLOCK	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB09D05	1-1841826-1	505	PCB PICKING
	200220494913	796642-3	3POS 5.0MM CE VRT HDR,TRM BLK	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB06D05	1-1841826-1	505	PCB PICKING
	200220494913	640456-2	02P MTA100 HDR ASSY F/L SQ STR	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB06C12	1-1841826-1	505	PCB PICKING
	200220494913	1-1841670-1	CN0528 RJ45 VERT PCB SOCKET 8 POSITION	09.12.2019	      100	      100	        0	PC	X			4	PCB	P10	PCB06C07	1-1841826-1	505	PCB PICKING
	200220494913	1-1841777-7	CN0653 HDR MOLEX 43045-0412 MICRO FIT 4W	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB06C09	1-1841826-1	505	PCB PICKING
	200220494913	1-1841797-7	CN0657 3.5MM VERT STEREO SOCKET PCB MTG	09.12.2019	      100	      100	        0	PC	X			4	PCB	P10	PCB06C10	1-1841826-1	505	PCB PICKING
	200220494913	1-1841798-6	FA2667 FA T-GEN 60 HEATSINK (A)	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB08D01	1-1841826-1	505	PCB PICKING
	200220494913	1-1841798-7	FU0055 FUSE HOLDER PCB MOUNT MINI BLADE	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB07D07	1-1841826-1	505	PCB PICKING
	200220494913	1-1841809-1	FU0057 FUSE MINI BLADE 10A	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB07D07	1-1841826-1	505	PCB PICKING
	200220494913	1-1841402-7	SC0177 PH PHIL M3X12 SPRNG&FLT WSHR MACH	09.12.2019	      100	      100	        0	PC	X			4	PCB	T10	TFP05A02	1-1841826-1	505	PCB PICKING
	200220494913	1-1841525-3	SU0071 SU TAPE DOUBLESIDED 1/2 X 1/16IN	09.12.2019	    1.250	    1.250	        0	M	X			4	PCB	T10	TFP04A03	1-1841826-1	505	PCB PICKING
	200220494913	1-1841838-3	SU0369M THERMAL PAD 5595 1MM - CUT PCS	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB02A05	1-1841826-1	505	PCB PICKING
	200220494913	1-1841817-9	WA0048 WASHER NYLON M3 6.3MM	09.12.2019	      100	      100	        0	PC	X			4	PCB	P10	PCB07B01	1-1841826-1	505	PCB PICKING
	200220494913	1-1841827-7	PA1120SMT T-GEN 60 BOARD 1956-1-1	09.12.2019	        0	        0	        0	PC	X				PCB			1-1841826-1	505	PCB PICKING
	200220494913	1-1841794-0	LD0066 LED TRULY OEL9M0084-G-E	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	PCB05B01	1-1841826-1	505	PCB PICKING
	200220494913	1-1841827-7	PA1120SMT T-GEN 60 BOARD 1956-1-1	09.12.2019	       50	       50	        0	PC	X			4	PCB	P10	P10-001	1-1841826-1	510	PCBA ASSEMBLY
	200220494964	1-1841796-1	CA0653 ELEC 330U 50V D12.5 H20 P5.0	02.12.2019	    1,000	    1,000	        0	PC	X			4	PCB	P10	PCB07C11	1-1841826-4	505	PCB PICKING
	200220494964	1-1841711-3	CA5008 CER X7R 0805 100N 50V 10% SMT	02.12.2019	      412	      412	        0	PC	X			4	PCB	P10	PCB06A07	1-1841826-4	505	PCB PICKING
	200220494964	1-1841713-7	CA5501 CER X5R 0603 1U 6V3 10% SMT	02.12.2019	    1,133	    1,133	        0	PC	X			4	PCB	P10	PCB02A03	1-1841826-4	505	PCB PICKING
	200220494964	1-1841713-0	CA5030 CER X7R 0603 10N 50V 10% SMT	02.12.2019	      927	      927	        0	PC	X			4	PCB	P10	PCB02A02	1-1841826-4	505	PCB PICKING
	200220494964	1-1841713-4	CA5037 CER X7R 1210 1U 50V 20% SMT	02.12.2019	      206	      206	        0	PC	X			4	PCB	P10	PCB02A02	1-1841826-4	505	PCB PICKING
	200220494964	1-1841765-7	CA5040 CER X5R 0805 22U 6V3 20% SMT	02.12.2019	      206	      206	        0	PC	X			4	PCB	P10	PCB02A03	1-1841826-4	505	PCB PICKING
	200220494964	1-1841713-5	CA5041 CER X7R 1206 1N 630V 10% SMT	02.12.2019	    1,236	    1,236	        0	PC	X			4	PCB	P10	PCB02A03	1-1841826-4	505	PCB PICKING
